Dataset,Model,AUCROC,AUCPR,Accuracy,MCC,F1 Score,Precision,Recall,Time Train,Time Test
28_pendigits,OCSVM,99.76061995374693,97.03897769178968,91.12081513828238,0.4302010234357566,0.3440860215053763,0.208695652173913,0.979591836734694,1.9564826488494873,3.151031970977783
29_Pima,OCSVM,84.61538461538461,60.97560975609756,32.467532467532465,0.0,0.4901960784313725,0.3246753246753247,1.0,0.0278537273406982,0.0568764209747314
30_satellite,OCSVM,97.20774385703648,88.68778280542986,30.45054375971,0.0,0.4668519253672092,0.3045054375970999,1.0,1.840536117553711,3.883264541625977
31_satimage-2,OCSVM,96.01280558789288,14.374999999999998,1.321079839172889,0.0,0.0260770975056689,0.0132107983917288,1.0,3.501194953918457,5.421070575714111
32_shuttle,OCSVM,99.62752749201846,89.60396039603961,6.800000000000001,0.0222723606392212,0.1146295123495883,0.0607994625461874,1.0,7.2833921909332275,12.638113021850586
33_skin,OCSVM,98.04062314542053,94.1859806390174,91.2,0.7740283344417508,0.8181818181818182,0.72,0.9473684210526316,2.761384963989258,4.59281325340271
34_smtp,OCSVM,98.5995331777259,2.3255813953488373,89.66666666666666,0.053694150248032,0.0064102564102564,0.0032154340836012,1.0,4.488642692565918,6.681203365325928
35_SpamBase,OCSVM,99.09062501655094,97.23697575564036,63.895486935866984,0.461673227029878,0.680672268907563,0.5159235668789809,1.0,0.6455364227294922,1.2979166507720947
36_speech,OCSVM,100.0,100.0,87.16094032549728,0.3414288589686838,0.2365591397849462,0.1341463414634146,1.0,2.5056285858154297,3.71669602394104
37_Stamps,OCSVM,96.85185185185186,81.51383137796182,87.25490196078431,0.6408327915038888,0.6486486486486487,0.48,1.0,0.0061051845550537,0.0099420547485351
38_thyroid,OCSVM,99.76684717208182,91.58820072542898,88.95759717314488,0.3780239931713008,0.2774566473988439,0.1610738255033557,1.0,0.6310288906097412,1.0354335308074951
39_vertebral,OCSVM,78.57142857142857,25.0,13.88888888888889,0.0448561304016256,0.225,0.1267605633802817,1.0,0.0062494277954101,0.0104005336761474
40_vowels,OCSVM,99.86740917528508,97.038139329806,88.32951945080092,0.4786616185860305,0.4137931034482758,0.2608695652173913,1.0,0.1023545265197753,0.1632366180419922
41_Waveform,OCSVM,100.0,100.0,89.25459825750241,0.41721015063564,0.3272727272727272,0.1956521739130435,1.0,0.5966119766235352,0.9492809772491456
42_WBC,OCSVM,100.0,100.0,89.55223880597015,0.4452983250480494,0.3636363636363636,0.2222222222222222,1.0,0.0038979053497314,0.0060641765594482
43_WDBC,OCSVM,99.06542056074768,66.66666666666666,3.603603603603604,0.0,0.0695652173913043,0.036036036036036,1.0,0.0206272602081298,0.0327932834625244
44_Wilt,OCSVM,89.90490124359913,22.253521126760564,5.463347164591978,0.0,0.1036065573770491,0.0546334716459197,1.0,2.766889810562134,4.415773630142212
45_wine,OCSVM,79.62962962962963,23.040935672514617,7.6923076923076925,0.0,0.1428571428571428,0.0769230769230769,1.0,0.0033397674560546,0.0051596164703369
46_WPBC,OCSVM,97.51552795031056,91.95694186765616,91.66666666666666,0.8104014882034583,0.8484848484848485,0.7368421052631579,1.0,0.0024733543395996,0.004084825515747
47_yeast,OCSVM,99.88784643588914,99.8073838959907,93.49775784753363,0.8733497848198616,0.9192200557103064,0.8505154639175257,1.0,0.0468146800994873,0.0867769718170166
1_ALOI,DeepSVDD,99.89512868403833,95.96572292133912,91.26666666666668,0.4592294659707888,0.3761904761904762,0.2316715542521994,1.0,17.81388545036316,17.81686782836914
2_annthyroid,DeepSVDD,99.7890625,97.70569687334296,92.4074074074074,0.6733003292241385,0.6611570247933884,0.4938271604938271,1.0,11.41574764251709,11.418566226959229
3_backdoor,DeepSVDD,99.99351460025618,99.70220534560448,90.93333333333334,0.4130898314882565,0.3165829145728643,0.1880597014925373,1.0,16.78960919380188,16.801016807556152
4_breastw,DeepSVDD,98.44858156028369,93.15410128057448,95.1219512195122,0.8963966372016942,0.927536231884058,0.8648648648648649,1.0,0.644047737121582,0.6453816890716553
5_campaign,DeepSVDD,99.75011994242765,98.01039045832276,90.9,0.6838783546022424,0.684393063583815,0.5202108963093146,1.0,15.06447434425354,15.06921362876892
6_cardio,DeepSVDD,99.70068027210884,96.83213065582876,90.0,0.680570771468932,0.6857142857142857,0.5217391304347826,1.0,2.406822919845581,2.408308982849121
7_Cardiotocography,DeepSVDD,99.34584590392204,96.6183934468559,92.1259842519685,0.8132107090289694,0.8475609756097561,0.7354497354497355,1.0,2.2426939010620117,2.244150876998902
8_celeba,DeepSVDD,99.86579619775428,95.2769421900894,90.4,0.3888705662179921,0.2871287128712871,0.1676300578034682,1.0,16.031749725341797,16.034717321395874
9_census,DeepSVDD,99.77819150357656,98.22683512969247,90.9,0.5729538558350948,0.534923339011925,0.3659673659673659,0.9936708860759492,16.211117029190063,16.23497176170349
10_cover,DeepSVDD,98.672278338945,44.07973709126792,89.8,0.2829957245022972,0.1639344262295081,0.0892857142857142,1.0,14.317051887512209,14.319066286087036
11_donors,DeepSVDD,99.33891404876798,94.76145616574802,91.83333333333331,0.5661867743047212,0.5261121856866537,0.3597883597883597,0.9784172661870504,13.899374008178713,13.90404772758484
12_fault,DeepSVDD,99.732052578362,98.1993145265356,92.62435677530016,0.8578811951124329,0.9090909090909092,0.8333333333333334,1.0,2.278043031692505,2.279653787612915
13_fraud,DeepSVDD,99.98887776665556,91.66666666666666,89.1,0.0899944892702219,0.018018018018018,0.009090909090909,1.0,14.203235149383543,14.20589280128479
14_glass,DeepSVDD,96.03174603174602,36.66666666666667,84.61538461538461,0.3744484480027127,0.2857142857142857,0.1666666666666666,1.0,0.363614559173584,0.3646235466003418
15_Hepatitis,DeepSVDD,100.0,100.0,95.83333333333334,0.8451542547285166,0.8571428571428571,1.0,0.75,0.1677649021148681,0.1687757968902588
16_http,DeepSVDD,99.80170482346578,53.79729188939716,90.16666666666666,0.1950366525118428,0.0809968847352024,0.0422077922077922,1.0,14.46581506729126,14.467670679092407
17_InternetAds,DeepSVDD,98.34848484848486,96.62683035057584,93.38983050847456,0.8134395619242905,0.8446215139442231,0.75177304964539,0.9636363636363636,3.054845094680786,3.073371648788452
18_Ionosphere,DeepSVDD,86.49062380405664,75.42564280392531,73.58490566037736,0.4052060398283144,0.5483870967741935,0.7391304347826086,0.4358974358974359,0.3885960578918457,0.3898944854736328
19_landsat,DeepSVDD,91.79966950466503,60.73527650404069,83.11755567063697,0.4363627235521821,0.5369318181818182,0.5815384615384616,0.4986807387862796,8.597358465194702,8.599862337112427
20_letter,DeepSVDD,99.17424879577948,93.59604324169266,90.41666666666669,0.5744015494587801,0.5490196078431373,0.3835616438356164,0.9655172413793104,2.5452842712402344,2.546680688858032
21_Lymphography,DeepSVDD,100.0,100.0,88.88888888888889,0.5024855165595914,0.4444444444444444,0.2857142857142857,1.0,0.2981064319610595,0.299285888671875
22_magic.gamma,DeepSVDD,98.88859798467476,98.06090786934288,92.93333333333334,0.8539992641451752,0.904245709123758,0.8447257383966245,0.9727891156462584,11.02572512626648,11.027723789215088
23_mammography,DeepSVDD,99.4010642537331,80.77080895985041,89.1,0.3659301084987842,0.2618510158013544,0.1506493506493506,1.0,15.73893976211548,15.74071192741394
24_mnist,DeepSVDD,100.0,100.0,90.88119245944762,0.6683080094933811,0.6634304207119741,0.4963680387409201,1.0,12.387709140777588,12.393438577651978
25_musk,DeepSVDD,98.65943432777992,89.3249382521669,90.20674646354732,0.4539307576216074,0.3835616438356164,0.2393162393162393,0.9655172413793104,5.373112201690674,5.377219915390015
26_optdigits,DeepSVDD,99.81061568966392,96.06560792602686,90.22364217252397,0.4775014904009833,0.4046692607003891,0.2536585365853658,1.0,8.543965101242065,8.546522855758667
27_PageBlocks,DeepSVDD,99.76105737821008,96.8933647886601,90.7292954264524,0.6689120813841649,0.6651785714285714,0.4983277591973244,1.0,6.846552848815918,6.848027944564819
28_pendigits,DeepSVDD,96.19527731569764,61.22985365657448,90.05337214944203,0.3765692156499279,0.3003412969283277,0.180327868852459,0.8979591836734694,9.414931058883669,9.417089939117432
29_Pima,DeepSVDD,98.4102564102564,96.80840837135813,92.64069264069263,0.831637357673415,0.8859060402684564,0.8918918918918919,0.88,0.7635252475738525,0.7649149894714355
30_satellite,DeepSVDD,97.4491062247684,94.75519486831732,90.88555152770586,0.799306315162042,0.8616352201257862,0.8011695906432749,0.9319727891156464,6.250996112823486,6.253296136856079
31_satimage-2,DeepSVDD,98.73715645087816,62.18136015306643,89.83342906375647,0.3211727274196611,0.2062780269058296,0.115,1.0,8.189822435379028,8.192100524902344
